ID,UUID,Category,Type,Name,Gender,MovementType,Description,VideoType,VideoS3Key,VideoName,VideoURL,ThumbnailType,ThumbnailS3Key,ThumbnailName,ThumbnailURL,State
748,b6796176-d725-4bdd-a52d-c0067f157886,Dynamic,System,Alternating Lateral Lunge Walk,Female,Warmups & Mobility Fillers,1. Lower so that at the bottom your knees are both around 90 degrees. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes.,Vimeo,,Alternating Lateral Lunge Walk,https://vimeo.com/111032894,External URL,tenant/1/private/upload/file/111032894.jpg,111032894.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111032894.jpg,Active
652,c14dc985-f049-448d-b976-ab55f239b1b7,Barbell,System,Anderson Front Squat,Female,Squats,"1. Set the bar at a height that allows you to get into a strong, stable bottom position. 2. Set up tightly in the bottom position with your weight in your heels, your feet straight forward, your knees straight over your little toes and abs braced. 3. Drive the bar upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels.",Vimeo,,Anderson Front Squat,https://vimeo.com/111032895,External URL,tenant/1/private/upload/file/111032895.jpg,111032895.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111032895.jpg,Active
637,72e7d873-164d-4306-9578-6dd584f5233d,Band,System,Assisted Bodyweight Squat to Box,Female,Squats,1. Lock your ribs down with your abs. 2. Keep your feet straight ahead. 3. Push your hips back onto the box. 4. Keep your knees straight out over your toes.,Vimeo,,Assisted Bodyweight Squat to Box,https://vimeo.com/111032898,External URL,tenant/1/private/upload/file/111032898.jpg,111032898.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111032898.jpg,Active
638,9a0367d2-9b87-49eb-a82e-04386a9b9618,Band,System,Assisted Lateral Squat,Female,Squats,1. Keep your heel down. 2. Keep your knee pointed straight ahead over your toes. 3. Only lower as far as you comfortably can.,Vimeo,,Assisted Lateral Squat,https://vimeo.com/111032900,External URL,tenant/1/private/upload/file/111032900.jpg,111032900.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111032900.jpg,Active
565,b6536c16-9044-4c4e-a313-e92e497c501f,Lunge,System,Assisted Reverse Lunge With Blocked Knee,Female,Single-Leg,1. Lower so that at the bottom your knees are both around 90 degrees. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. Only pull on the object in front of you with enough force to stay balanced. 5. Keep your knee tracked straight ahead over your toes.,Vimeo,,Assisted Reverse Lunge With Blocked Knee,https://vimeo.com/111032901,External URL,tenant/1/private/upload/file/111032901.jpg,111032901.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111032901.jpg,Active
385,6071c3bb-02b3-43ee-870e-f8a6e6b5beb6,Triceps,System,Band Press-Down,Female,Arms,1. Keep your shoulder blades squeezed backward and down. 2. Press down without letting your shoulders pop forward during the press. 3. Keep your abs tight and your ribs pulled down so that your ribs don't flare out as you return upward.,Vimeo,,Band Press-Down,https://vimeo.com/111033314,External URL,tenant/1/private/upload/file/111033314.jpg,111033314.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111033314.jpg,Active
453,75e0abb2-0473-4151-b802-282256fd341f,Band,System,Band Pull-Apart,Female,Corrective Work,1. Keep your shoulder blades pulled downward away from your ears throughout the movement. 2. Let your shoulder blades spread apart with your hands in front of your body. 3. Finish the rep by squeezing your shoulder blades together as you pull the band apart.,Vimeo,,Band Pull-Apart,https://vimeo.com/111033315,External URL,tenant/1/private/upload/file/111033315.jpg,111033315.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111033315.jpg,Active
672,17c4d174-f845-4c6f-87b6-827262bd37a5,Band,System,Band-Assisted Chin-Up,Female,Vertical Pulling,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.,Vimeo,,Band-Assisted Chin-Up,https://vimeo.com/111033322,External URL,tenant/1/private/upload/file/111033322.jpg,111033322.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111033322.jpg,Active
531,196ef82b-eeb1-4f5a-8b37-185c5bef6305,Band,System,Band-Assisted Inverted Row,Female,Horizontal Pulling,1. Fully extend your arms and let your shoulder blades spread apart at the bottom. 2. Pull the bar to the lower part of your ribcage. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.,Vimeo,,Band-Assisted Inverted Row,https://vimeo.com/111033323,External URL,tenant/1/private/upload/file/111033323.jpg,111033323.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111033323.jpg,Active
673,732f0457-3c62-4ac5-b053-7a9923289d72,Band,System,Band-Assisted Neutral-Grip Pull-Up,Female,Vertical Pulling,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.,Vimeo,,Band-Assisted Neutral-Grip Pull-Up,https://vimeo.com/111033878,External URL,tenant/1/private/upload/file/111033878.jpg,111033878.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111033878.jpg,Active
674,e2d92f9e-080a-4764-9d01-e2c00983541c,Band,System,Band-Assisted Pull-Up,Female,Vertical Pulling,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.,Vimeo,,Band-Assisted Pull-Up,https://vimeo.com/111033880,External URL,tenant/1/private/upload/file/111033880.jpg,111033880.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111033880.jpg,Active
501,038878eb-d435-4309-a251-ef1c1e6ac6bf,Pushup,System,Band-Assisted Pushup,Female,Horizontal Pressing,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears.",Vimeo,,Band-Assisted Pushup,https://vimeo.com/111033881,External URL,tenant/1/private/upload/file/111033881.jpg,111033881.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111033881.jpg,Active
401,67410add-6eac-457d-9643-891fce2a5ead,Anti-Extension,System,Band-Resisted Ab Wheel Iso,Female,Core Work,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag.,Vimeo,,Band-Resisted Ab Wheel Iso,https://vimeo.com/111033883,External URL,tenant/1/private/upload/file/111033883.jpg,111033883.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111033883.jpg,Active
639,077be019-84d4-4a0e-b950-1573740c9bec,Band,System,Band-Resisted Goblet Squat,Female,Squats,"1. Set up tightly in the bottom position with your weight in your heels, your feet straight forward, your knees straight over your little toes and abs braced. 3. Squat upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels.",Vimeo,,Band-Resisted Goblet Squat,https://vimeo.com/111035086,External URL,tenant/1/private/upload/file/111035086.jpg,111035086.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035086.jpg,Active
686,fdf34ed3-a80a-4123-9cd1-5532957a8c4a,Bar,System,Band-Resisted Pull-Up,Female,Vertical Pulling,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.,Vimeo,,Band-Resisted Pull-Up,https://vimeo.com/111035089,External URL,tenant/1/private/upload/file/111035089.jpg,111035089.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035089.jpg,Active
520,97f5acc3-7135-4ce6-992a-fb86a61f3c04,Pushup,System,Band-Resisted Ring Pushup,Female,Horizontal Pressing,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears.",Vimeo,,Band-Resisted Ring Pushup,https://vimeo.com/111035093,External URL,tenant/1/private/upload/file/111035093.jpg,111035093.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035093.jpg,Active
462,9c130a20-327e-45e6-9757-d67a4b754e39,Band,System,Band-Resisted Scapular Pushup,Female,Corrective Work,"1. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 2 Squeeze your shoulder blades together and down at the bottom. 3. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears.",Vimeo,,Band-Resisted Scapular Pushup,https://vimeo.com/111035094,External URL,tenant/1/private/upload/file/111035094.jpg,111035094.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035094.jpg,Active
640,19073f60-baf5-4420-9da0-4d798837af7e,Band,System,Band-Resisted Squat,Female,Squats,"1. Lock your ribs down with your abs. 2. Keep your feet straight ahead. 3. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move 4. Keep your knees straight out over your toes.",Vimeo,,Band-Resisted Squat,https://vimeo.com/111035492,External URL,tenant/1/private/upload/file/111035492.jpg,111035492.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035492.jpg,Active
378,9a347c04-2a96-49a7-86f6-cff830e6e024,Biceps,System,Banded Curl,Female,Arms,1. Curl the band without letting your shoulders pop forward. 2. Don't arch your lower back.,Vimeo,,Banded Curl,https://vimeo.com/111035494,External URL,tenant/1/private/upload/file/111035494.jpg,111035494.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035494.jpg,Active
454,aa8bf337-8dc9-4623-b159-858e0365771d,Band,System,Banded External Rotation at 30 Degrees Abduction,Female,Corrective Work,1. Keep your shoulder blade pulled inward and down towards your back pockets. 2. Move only from the upper arm.,Vimeo,,Banded External Rotation at 30 Degrees Abduction,https://vimeo.com/111035497,External URL,tenant/1/private/upload/file/111035497.jpg,111035497.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035497.jpg,Active
455,3580684d-6094-4c15-a30d-3295d7780c2d,Band,System,Banded External Rotation at 90 Degrees Abduction,Female,Corrective Work,1. Keep your shoulder blade pulled inward and down towards your back pockets. 2. Move only from the upper arm.,Vimeo,,Banded External Rotation at 90 Degrees Abduction,https://vimeo.com/111035498,External URL,tenant/1/private/upload/file/111035498.jpg,111035498.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035498.jpg,Active
456,79bfffa5-ddba-403c-a2d0-e6810aa5b323,Band,System,Banded Face Pull,Female,Corrective Work,1. Let your shoulder blades spread apart when your arms are forward. 2. Pull the band towards your face and finish with your thumbs pointed upward and your shoulder blades squeezed together and downward. 3. Don't arch your back or let your ribs flare out during the movement.,Vimeo,,Banded Face Pull,https://vimeo.com/111035500,External URL,tenant/1/private/upload/file/111035500.jpg,111035500.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111035500.jpg,Active
479,497b9e99-22e1-4237-a864-d3f17fc41189,Band,System,Banded Hip Extension,Female,Hip-Hinge,"1. Keep your ribs pulled down and your abs tight so that your lower back doesn't arch. 2. Drive through your heels and raise your hips upward. 3. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move.",Vimeo,,Banded Hip Extension,https://vimeo.com/111036342,External URL,tenant/1/private/upload/file/111036342.jpg,111036342.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111036342.jpg,Active
727,1a8d499f-cbb8-4d18-928e-7b42bf6f112c,Static,System,Banded No Money,Female,Warmups & Mobility Fillers,1. Keep your abs tight and your ribs down so that your back doesn't arch. 2. Bring your hands together with your palms up. 3. Pull the band apart and finish by squeezing your shoulder blades together and downward.,Vimeo,,Banded No Money,https://vimeo.com/111036343,External URL,tenant/1/private/upload/file/111036343.jpg,111036343.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111036343.jpg,Active
675,70432608-b68f-4a71-82b4-1e3a5caa1281,Band,System,Banded Pull-Down,Female,Vertical Pulling,1. Fully extend your arms and let your shoulder blades spread at the start. 2. Pull your hands to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.,Vimeo,,Banded Pull-Down,https://vimeo.com/111036344,External URL,tenant/1/private/upload/file/111036344.jpg,111036344.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111036344.jpg,Active
457,9ac32bb6-e4e9-4e2b-97a9-a764a7bd28e5,Band,System,Banded Scapular Protraction,Female,Corrective Work,"1. Start with your shoulder blades shrugged downward and squeezed together. 2. While keeping your shoulder blades down away from your ears, spread them apart as far as you can.",Vimeo,,Banded Scapular Protraction,https://vimeo.com/111036345,External URL,tenant/1/private/upload/file/111036345.jpg,111036345.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111036345.jpg,Active
653,56680588-df40-4eb7-a8bb-92c4c3891945,Barbell,System,Barbell Back Squat,Female,Squats,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move 2. Lower down with your weight in your heels, your feet straight forward, your knees straight over your little toes and abs braced. 3. Squat upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels.",Vimeo,,Barbell Back Squat,https://vimeo.com/111036346,External URL,tenant/1/private/upload/file/111036346.jpg,111036346.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111036346.jpg,Active
492,9fbf94e8-a61a-4cda-8089-23b0417a93e2,Barbell,System,Barbell Bench Press,Female,Horizontal Pressing,"1. Keep your shoulder blades packed tightly together and down at the bottom of each rep. 2. Only lower as far as you can without popping your shoulder capsule forward or losing stability, then press back up.",Vimeo,,Barbell Bench Press,https://vimeo.com/111040669,External URL,tenant/1/private/upload/file/111040669.jpg,111040669.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111040669.jpg,Active
493,1e52d55e-f5f2-4f74-acd7-e5cf65968e70,Barbell,System,Barbell Bench Press From Pins,Female,Horizontal Pressing,"1. Keep your shoulder blades packed tightly together and down at the bottom of each rep. 2. Only lower as far as you can without popping your shoulder capsule forward or losing stability, then press back up.",Vimeo,,Barbell Bench Press From Pins,https://vimeo.com/111040671,External URL,tenant/1/private/upload/file/111040671.jpg,111040671.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111040671.jpg,Active
654,d87f4374-1d68-4f51-9e39-ef1919047a56,Barbell,System,Barbell Box Squat,Female,Squats,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move. 2. Push your hips back to the box with your weight on your heels, your feet straight forward, your knees straight over your little toes and abs braced. 3. Squat upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels.",Vimeo,,Barbell Box Squat,https://vimeo.com/111040672,External URL,tenant/1/private/upload/file/111040672.jpg,111040672.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111040672.jpg,Active
384,61e8ad44-7bf3-420b-8857-acab0886c39d,Biceps,System,Barbell Curl,Female,Arms,1. Curl the weight without letting your shoulders pop forward. 2. Don't arch your lower back.,Vimeo,,Barbell Curl,https://vimeo.com/111040674,External URL,tenant/1/private/upload/file/111040674.jpg,111040674.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111040674.jpg,Active
487,37089a13-815f-4f9c-ae29-eecd9a4f522c,Barbell,System,Barbell Deadlift,Female,Hip-Hinge,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move. 2. Lower to the bar while pushing your hips back and loading a light stretch into your hamstrings. 3. Keep your weight on your heels, your feet straight forward, your knees straight over your little toes and abs braced. 4. Pull upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels. 5. Keep your abs locked and ribs down at the top.",Vimeo,,Barbell Deadlift,https://vimeo.com/111040676,External URL,tenant/1/private/upload/file/111040676.jpg,111040676.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111040676.jpg,Active
494,a82156d0-0e28-4ff1-9f1b-3baddb950d9d,Barbell,System,Barbell Floor Press,Female,Horizontal Pressing,1. Keep your shoulder blades packed tightly together and down at the bottom of each rep. 2. Press upward.,Vimeo,,Barbell Floor Press,https://vimeo.com/111043103,External URL,tenant/1/private/upload/file/111043103.jpg,111043103.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043103.jpg,Active
650,150b7074-2422-49a4-aa2f-43c799b5f496,Barbell,System,Barbell Front Squat,Female,Squats,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move 2. Lower down with your weight in your heels, your feet straight forward, your knees straight over your little toes and abs braced. 3. Squat upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels.",Vimeo,,Barbell Front Squat,https://vimeo.com/111043107,External URL,tenant/1/private/upload/file/111043107.jpg,111043107.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043107.jpg,Active
655,735a52b0-cb7e-46e9-a91a-8bc29937d2d8,Barbell,System,Barbell Front Squat Iso,Female,Squats,1. Keep your abs tightly braced in order to keep your ribs down. 2. Hold the position with good bracing so that your lower back doesn't arch.,Vimeo,,Barbell Front Squat Iso,https://vimeo.com/111043110,External URL,tenant/1/private/upload/file/111043110.jpg,111043110.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043110.jpg,Active
651,0a9eac51-5095-4ccd-b5a8-10b6475aac98,Barbell,System,Barbell Front Squat to Box,Female,Squats,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move 2. Lower down with your weight in your heels, your feet straight forward, your knees straight over your little toes and abs braced. 3. Put only 50% of your weight on the box and then squat upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels.",Vimeo,,Barbell Front Squat to Box,https://vimeo.com/111043112,External URL,tenant/1/private/upload/file/111043112.jpg,111043112.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043112.jpg,Active
483,02f0dadf-6b88-4f46-9e69-d77b7ba4f6f6,Barbell,System,Barbell Glute Bridge,Female,Hip-Hinge,"1. Keep your ribs pulled down and your abs tight so that your lower back doesn't arch. 2. Drive through your heels and raise your hips upward. 3. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move.",Vimeo,,Barbell Glute Bridge,https://vimeo.com/111043114,External URL,tenant/1/private/upload/file/111043114.jpg,111043114.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043114.jpg,Active
484,3adc53c0-f16a-4a41-955c-de4802d80447,Barbell,System,Barbell Hip Thrust,Female,Hip-Hinge,"1. Keep your ribs pulled down and your abs tight so that your lower back doesn't arch. 2. Drive through your heels and raise your hips upward. 3. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move.",Vimeo,,Barbell Hip Thrust,https://vimeo.com/111043384,External URL,tenant/1/private/upload/file/111043384.jpg,111043384.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043384.jpg,Active
669,3d0ca59a-f41f-40a9-96e1-de6f22d5f870,Barbell,System,Barbell Overhead Shrug,Female,Vertical Pressing,1. Keep your abs tightly braced and your ribs down so that your back doesn't arch. 2. Shrug the bar upward.,Vimeo,,Barbell Overhead Shrug,https://vimeo.com/111043386,External URL,tenant/1/private/upload/file/111043386.jpg,111043386.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043386.jpg,Active
670,4a49686d-94ac-457c-82e0-6b7170aa3347,Barbell,System,Barbell Push Press,Female,Vertical Pressing,1. Keep your abs tight and ribs pulled down to stabilize your spine. 2. Dip your knees slightly while keeping your weight on your heels and drive upward. 3. Use the momentum to assist as you lock the bar overhead without arching your back.,Vimeo,,Barbell Push Press,https://vimeo.com/111043389,External URL,tenant/1/private/upload/file/111043389.jpg,111043389.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043389.jpg,Active
602,6073fa84-90fb-4121-adc6-9dd88a992a05,Lunge,System,Barbell Reverse Lunge,Female,Single-Leg,1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes.,Vimeo,,Barbell Reverse Lunge,https://vimeo.com/111043390,External URL,tenant/1/private/upload/file/111043390.jpg,111043390.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043390.jpg,Active
603,4988ab30-d0d7-4c3b-856f-865ae2be6a72,Lunge,System,Barbell Reverse Lunge With a Front Squat Grip,Female,Single-Leg,1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes.,Vimeo,,Barbell Reverse Lunge With a Front Squat Grip,https://vimeo.com/111043391,External URL,tenant/1/private/upload/file/111043391.jpg,111043391.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111043391.jpg,Active
